fixture_id,goals_win,assists_win,shots_ontarget_win,shots_offtarget_win,shotsblocked_win,chances2score_win,drib_success_win,drib_unsuccess_win,keypasses_win,passes_acc_win,passes_inacc_win,crosses_acc_win,crosses_inacc_win,lballs_acc_win,lballs_inacc_win,grduels_w_win,grduels_l_win,aerials_w_win,aerials_l_win,poss_lost_win,fouls_win,wasfouled_win,clearances_win,stop_shots_win,interceptions_win,tackles_win,dribbled_past_win,tballs_acc_win,tballs_inacc_win,ycards_win,rcards_win,dangmistakes_win,countattack_win,offsides_win,goals_ag_otb_win,goals_ag_itb_win,saves_itb_win,saves_otb_win,saved_pen_win,missed_penalties_win,owngoals_win,p1,p2,goals_lost,assists_lost,shots_ontarget_lost,shots_offtarget_lost,shotsblocked_lost,chances2score_lost,drib_success_lost,drib_unsuccess_lost,keypasses_lost,passes_acc_lost,passes_inacc_lost,crosses_acc_lost,crosses_inacc_lost,lballs_acc_lost,lballs_inacc_lost,grduels_w_lost,grduels_l_lost,aerials_w_lost,aerials_l_lost,poss_lost_lost,fouls_lost,wasfouled_lost,clearances_lost,stop_shots_lost,interceptions_lost,tackles_lost,dribbled_past_lost,tballs_acc_lost,tballs_inacc_lost,ycards_lost,rcards_lost,dangmistakes_lost,countattack_lost,offsides_lost,goals_ag_otb_lost,goals_ag_itb_lost,saves_itb_lost,saves_otb_lost,saved_pen_lost,missed_penalties_lost,owngoals_lost
1710921,0,0,1,5,0,7,3,3,2,269,39,4,13,36,15,43,43,15,5,72,11,8,12,2,16,18,11,4,0,1,0,0,8,1,0,0,0,0,0,0,0,0,1,3,0,4,2,1,2,7,4,0,252,30,4,10,12,11,32,23,11,9,59,3,7,8,0,7,10,1,0,1,1,0,0,8,0,0,0,0,0,0,0,0
1711049,2,3,8,7,1,12,3,3,2,459,51,4,21,20,17,34,26,12,7,100,9,7,4,1,15,12,3,5,5,1,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,4,0,113,39,1,1,16,15,23,35,7,12,66,10,7,6,1,20,13,6,0,0,2,0,2,2,0,0,3,5,3,0,0,0
1711076,1,1,4,7,3,9,3,2,3,418,59,4,25,18,12,30,24,10,19,128,3,7,11,0,17,12,2,3,11,0,0,4,10,1,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,3,3,0,115,45,2,8,25,22,28,33,15,11,94,11,5,25,3,41,16,2,1,1,0,0,3,11,0,0,1,4,0,0,0,0
1711159,0,1,1,4,3,4,2,1,2,119,20,4,4,3,3,27,15,13,7,45,3,6,6,1,10,3,3,1,4,1,0,0,20,2,0,0,0,0,0,0,0,1,0,0,0,3,4,2,5,2,4,1,421,42,7,16,18,12,24,40,9,17,82,13,5,9,3,20,6,3,1,1,0,0,0,8,1,0,1,0,1,0,0,0
1711169,2,1,2,12,6,6,18,6,3,322,73,2,10,32,38,49,31,23,17,116,13,18,9,3,20,11,6,3,5,2,0,1,37,2,1,0,0,0,0,0,0,1,0,1,0,0,5,2,3,6,3,3,158,70,7,9,23,21,29,47,17,18,128,21,12,13,5,24,10,15,0,1,5,0,1,15,2,0,0,0,0,0,0,0
1711033,4,1,7,3,2,6,12,3,0,234,30,2,8,12,4,40,23,6,11,70,0,10,4,2,9,4,5,3,2,0,0,2,30,0,0,0,0,0,0,0,0,1,0,0,0,3,5,2,6,9,4,1,230,43,5,12,19,16,26,33,14,8,71,11,3,12,2,16,8,8,0,8,3,0,2,4,2,0,4,2,4,0,0,0
1710939,0,0,1,3,0,4,13,4,2,360,57,6,23,33,32,42,31,23,19,111,6,14,9,1,17,11,8,1,2,1,0,3,2,0,1,3,1,0,1,1,0,0,1,4,2,5,5,1,4,10,4,1,320,52,7,12,20,18,44,57,24,27,100,17,6,20,0,23,16,10,0,2,2,0,0,3,2,0,0,0,0,0,1,0
1711015,2,1,6,15,7,10,3,3,5,454,53,5,8,22,14,37,43,16,13,101,10,10,9,6,15,10,11,6,13,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,10,6,6,12,5,4,246,51,9,14,26,27,47,32,14,20,103,11,10,11,7,21,10,3,1,1,2,0,1,2,1,2,0,2,2,0,0,0
1711099,2,2,4,7,1,8,3,4,3,589,60,7,7,29,16,30,21,14,10,96,6,5,2,2,16,8,2,5,2,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2,3,4,0,160,51,1,5,30,22,22,32,14,15,80,5,6,6,2,28,9,2,1,0,1,0,0,2,2,0,2,1,3,0,0,0
1710899,0,0,4,9,5,6,4,2,1,340,79,5,8,20,26,26,32,14,18,120,13,10,13,2,25,9,6,4,7,0,0,0,0,1,0,1,2,1,0,0,0,0,1,1,1,3,6,2,6,10,6,2,240,77,4,14,24,35,40,30,30,15,134,10,12,20,5,29,12,4,5,12,0,0,0,2,1,0,0,0,0,0,0,0
1710973,0,0,2,5,3,3,5,4,1,165,57,5,9,30,25,39,40,33,20,101,7,9,23,7,37,10,19,2,8,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,11,4,10,14,4,4,438,51,1,2,31,13,30,29,19,26,84,10,6,7,2,19,11,3,3,0,2,0,1,23,1,0,0,2,0,0,0,0
1710901,2,1,3,2,2,1,9,6,1,140,62,2,4,34,31,23,33,8,13,97,10,5,12,1,32,9,6,3,6,2,0,0,6,3,1,2,1,1,0,0,0,0,1,2,2,4,8,0,11,8,1,3,586,51,5,7,16,9,34,26,13,4,85,6,10,4,1,14,8,8,5,9,2,0,0,35,0,0,0,0,0,0,0,0
1711032,4,3,11,2,2,8,3,2,1,573,52,4,4,25,22,42,38,26,15,94,5,8,11,1,13,20,4,2,7,0,0,2,42,2,0,1,2,2,0,0,0,1,0,1,1,5,4,2,5,4,3,2,342,57,3,17,34,22,42,52,17,17,109,8,6,4,4,23,14,6,0,6,0,0,1,27,1,0,4,5,3,0,0,0
1711102,2,0,3,8,7,5,7,7,1,382,73,10,11,19,30,39,40,13,14,130,6,10,10,3,18,15,3,1,9,1,0,1,8,1,0,0,0,0,0,0,0,1,0,1,0,4,3,2,4,1,2,3,203,61,8,7,25,31,29,28,8,7,100,9,4,6,5,23,18,4,0,4,2,0,0,3,1,0,0,0,0,0,0,0
1710948,1,1,4,3,1,5,9,9,1,145,33,6,4,12,18,32,45,9,12,83,6,5,30,7,30,13,3,1,4,1,0,0,8,4,0,0,0,0,0,0,0,0,1,1,2,4,9,5,11,3,1,0,507,49,4,14,20,12,27,28,10,9,94,5,5,3,3,9,10,6,3,11,2,0,3,8,1,0,1,1,2,0,0,0
1710957,2,1,3,6,2,7,2,10,2,227,57,5,4,31,26,28,41,32,19,109,10,6,12,1,25,13,9,2,5,2,0,1,16,1,1,2,1,2,0,0,0,0,1,2,1,4,8,2,7,10,7,1,446,79,8,9,48,26,49,29,27,32,110,9,10,6,3,24,15,3,5,3,1,0,1,19,2,0,2,0,2,0,0,0
1711097,2,1,2,2,1,2,2,4,0,157,30,1,3,9,16,25,26,17,12,71,7,10,27,7,17,10,7,3,4,1,0,1,10,2,0,0,0,0,0,0,1,1,0,0,0,2,11,6,7,7,3,3,441,57,4,19,21,21,33,44,12,14,114,14,5,7,1,16,11,5,1,7,1,0,1,2,0,0,0,0,0,0,0,0
1710912,0,0,3,14,7,13,9,4,5,420,49,14,27,37,21,46,33,21,27,124,10,12,12,2,24,15,1,1,3,2,0,6,2,0,0,0,0,0,0,0,0,0,1,4,3,5,4,0,5,2,3,1,141,58,5,2,18,21,27,43,16,16,99,13,8,23,3,20,9,8,0,1,4,1,0,10,1,0,0,0,0,0,0,0
1710840,0,0,4,3,1,9,7,2,5,361,75,13,13,29,31,33,30,16,12,119,9,13,7,2,20,10,4,3,5,2,0,0,8,1,0,1,4,3,0,0,0,0,1,1,1,7,6,4,8,7,3,2,193,50,2,9,28,22,27,36,17,20,78,12,10,8,2,23,10,6,1,4,3,0,1,0,0,0,0,2,3,0,0,0
1710975,0,0,2,2,1,3,1,2,2,333,66,5,5,24,21,30,47,11,8,97,15,7,24,9,18,15,12,3,2,2,0,1,14,2,1,0,3,5,0,0,0,0,1,1,0,3,8,5,5,11,7,5,226,46,5,5,11,15,43,17,8,6,87,5,10,4,1,16,2,0,1,7,1,0,0,11,2,0,0,2,0,0,0,0
1710964,0,0,1,4,3,4,1,1,1,130,51,3,5,16,22,35,49,6,10,76,12,5,9,2,24,8,4,1,2,0,0,9,10,2,1,3,3,3,0,0,0,0,1,3,2,5,6,2,9,4,2,6,508,46,7,8,16,16,40,35,7,5,79,4,10,2,1,12,7,1,1,5,0,0,0,2,1,0,0,1,1,0,0,0
1711180,4,2,6,7,3,5,8,3,2,373,58,8,10,32,23,43,39,9,15,117,9,12,13,2,13,20,4,2,11,1,0,0,27,2,1,3,5,0,0,0,0,1,0,4,2,9,8,1,12,4,6,8,178,47,4,6,32,21,29,39,10,11,85,14,9,12,2,24,11,8,6,6,2,0,0,18,3,0,5,2,2,0,0,1
1710808,0,0,3,2,0,6,6,4,2,155,53,4,13,33,25,32,32,16,17,106,7,7,20,7,27,14,5,1,4,1,1,0,2,2,0,2,2,3,0,0,0,0,1,2,2,7,9,7,10,4,8,4,549,44,7,14,27,18,34,40,20,17,87,8,5,12,0,27,7,7,3,7,2,0,0,5,2,0,0,2,1,0,0,0
1710884,1,1,3,6,3,3,7,6,1,504,70,6,19,14,20,35,41,17,12,126,13,7,3,2,15,11,8,0,5,2,0,1,25,2,0,0,0,0,0,0,0,0,1,2,0,3,2,2,2,8,7,1,118,56,4,5,6,15,47,42,17,22,106,13,11,29,2,38,22,9,1,2,4,0,0,14,2,0,0,0,0,0,0,0
1710980,4,1,8,4,1,10,6,3,5,201,46,6,12,30,14,42,49,16,23,84,16,10,18,5,18,13,7,2,2,2,0,0,15,3,0,0,0,0,0,0,0,1,0,0,0,3,7,3,6,2,5,0,216,31,3,3,20,17,22,21,11,13,57,8,11,3,1,11,7,5,0,0,1,1,0,0,3,0,4,5,0,0,0,0
1711021,2,2,5,7,3,5,7,8,3,294,44,10,21,28,14,42,35,17,8,87,11,12,7,1,15,9,8,1,1,3,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,3,5,1,5,8,6,0,280,47,6,16,25,20,33,44,8,13,94,10,11,10,3,14,11,4,0,0,2,0,1,9,1,0,0,0,0,0,0,0
1711162,1,1,5,6,2,9,5,3,5,229,77,4,7,25,38,35,35,26,25,121,10,10,19,4,22,5,4,7,9,1,0,0,7,3,0,0,2,1,0,0,0,1,0,0,0,3,7,2,8,5,3,1,244,65,7,11,41,28,22,30,25,23,112,10,3,10,1,24,10,4,3,4,4,0,2,0,1,0,1,4,1,0,0,0
1710895,0,0,4,7,4,7,2,4,2,365,57,5,13,48,17,23,15,27,22,93,7,5,18,3,21,6,3,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,4,5,3,8,7,0,5,317,69,11,16,43,22,28,31,33,27,113,7,7,7,5,24,6,1,0,7,2,0,0,3,5,0,0,1,4,0,0,0
1711062,3,1,7,8,2,12,4,3,5,225,39,8,4,8,13,41,24,8,14,83,3,7,10,0,12,9,3,0,4,0,0,5,15,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,3,7,2,1,315,59,6,16,41,19,40,39,13,8,102,9,8,12,3,31,18,4,4,5,2,0,1,0,3,0,3,3,2,0,0,0
1711119,3,1,3,9,4,9,3,3,2,456,61,3,12,19,21,30,41,16,23,114,16,9,6,2,16,12,1,4,9,1,0,1,0,1,0,2,3,2,0,0,0,1,0,2,0,7,6,1,10,2,4,10,173,44,12,5,41,21,41,32,18,15,76,6,15,14,2,21,14,2,2,1,1,1,0,13,0,0,3,1,1,0,0,0
1711018,2,2,5,5,3,7,10,13,4,246,71,5,8,21,37,59,52,33,22,133,10,8,13,0,31,20,7,2,11,1,0,2,27,0,0,1,0,2,0,0,0,1,0,1,0,2,6,0,7,5,7,6,342,60,3,12,32,16,34,50,19,31,100,8,8,9,2,26,15,6,2,7,0,0,3,12,1,0,0,0,0,0,0,0
1710844,0,0,3,7,2,10,5,5,4,303,52,8,17,22,17,51,59,28,20,124,15,12,16,4,28,13,0,2,3,5,0,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,7,4,5,1,1,5,362,54,3,10,31,24,57,49,19,25,92,13,12,17,3,22,21,5,3,7,1,0,2,15,1,0,0,0,0,0,0,0
1710818,0,0,5,9,5,9,10,2,5,547,64,14,16,25,28,35,26,13,15,106,11,3,7,1,21,8,4,6,12,0,0,0,6,3,0,1,2,1,0,0,0,0,1,0,1,2,4,0,6,3,6,3,104,46,3,5,21,25,24,33,22,15,83,6,8,23,5,21,13,6,1,4,0,0,0,19,3,0,0,4,4,0,0,0
1710852,0,0,2,4,1,6,2,5,2,185,48,4,7,38,22,32,32,16,19,82,15,5,14,4,21,11,6,2,5,3,0,3,15,0,0,2,2,2,0,0,0,0,1,2,0,3,7,3,6,5,2,0,421,41,4,7,32,12,29,24,20,11,80,7,11,10,1,19,8,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0
1710838,0,0,0,8,5,3,10,6,2,264,62,10,13,33,23,44,40,18,34,119,6,10,11,2,28,6,7,1,6,0,0,2,16,2,0,0,0,0,0,0,0,0,1,1,0,2,6,2,5,6,3,1,184,40,2,0,32,14,27,25,22,13,85,6,7,16,5,14,15,5,1,11,0,0,0,8,1,0,0,0,1,0,0,0
1710860,1,0,3,5,2,6,12,2,5,279,58,14,21,25,23,41,34,23,27,97,7,14,6,3,16,14,9,2,4,1,0,0,20,0,0,0,0,0,0,0,0,0,1,2,1,3,4,1,4,5,6,1,166,29,4,3,17,15,16,20,19,17,58,14,5,20,1,11,3,6,3,1,2,0,0,13,1,0,1,2,2,0,0,0
1710945,1,0,2,5,3,3,4,2,1,256,53,2,6,21,15,31,48,7,22,98,8,6,24,5,23,14,9,0,5,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2,1,6,8,5,10,9,2,3,261,34,5,11,7,6,35,17,10,2,67,4,8,0,1,11,4,0,3,6,0,0,1,6,2,0,0,0,0,0,0,0
1710981,2,1,3,5,3,3,5,3,1,444,71,2,13,32,26,44,34,15,7,119,9,10,15,2,24,13,7,1,8,3,0,1,21,1,0,1,0,4,0,0,0,1,0,1,0,4,6,2,5,4,0,5,301,56,8,5,23,20,22,34,4,8,88,10,2,13,2,29,11,5,2,8,0,0,2,2,0,0,0,0,0,0,0,0
1711071,2,2,3,2,2,1,10,3,1,121,53,3,7,26,31,31,30,25,27,94,7,6,24,1,24,6,3,1,3,1,0,0,17,2,0,0,1,3,0,0,0,1,0,0,0,3,4,1,9,2,3,1,210,52,8,14,35,26,34,31,30,25,89,4,9,2,1,7,10,6,3,10,0,0,0,5,1,0,3,2,1,0,0,0
1710877,1,0,1,5,1,3,10,7,0,151,33,1,1,20,20,16,22,11,14,64,7,4,11,0,22,7,6,0,1,1,0,1,8,1,1,6,3,5,0,0,0,0,1,6,5,9,3,0,7,5,2,5,437,50,5,12,23,16,24,19,15,9,91,5,6,6,2,11,9,8,2,2,1,0,0,8,2,0,0,0,0,0,0,1
1710936,1,0,1,5,2,4,3,3,0,264,39,5,10,21,9,28,38,14,14,83,10,6,6,3,13,11,6,0,1,1,0,2,0,0,2,2,2,1,0,0,0,0,1,4,1,6,8,5,5,5,4,3,202,47,2,5,30,20,39,35,10,7,79,7,10,6,2,16,13,6,0,1,1,0,0,11,0,0,2,0,2,0,0,0
1711006,2,0,6,10,5,13,8,1,2,404,68,6,19,32,19,36,33,24,14,143,8,2,22,4,24,6,14,9,17,3,0,0,8,2,0,0,0,0,0,0,0,1,0,1,1,1,5,3,3,12,5,0,235,74,1,12,22,25,36,29,17,18,116,4,8,22,5,32,9,7,3,4,2,0,0,1,3,0,0,0,0,0,0,0
1711100,4,4,6,8,5,8,10,5,4,359,69,5,14,30,28,44,36,32,16,134,7,6,17,1,29,15,11,7,4,3,0,0,11,2,0,0,0,0,0,0,0,1,0,0,1,1,4,0,3,4,5,0,222,54,4,4,25,23,17,28,11,20,76,5,3,9,5,20,10,7,0,4,1,0,0,6,1,0,0,0,0,0,0,0
1710909,0,0,1,6,2,5,14,4,4,278,42,7,15,26,11,36,26,20,17,81,11,10,12,1,12,4,3,3,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,0,1,202,46,2,2,29,17,18,19,19,20,62,8,8,18,3,11,8,9,1,0,1,0,1,14,2,0,0,1,0,0,0,0
1710859,0,0,2,9,3,9,3,2,1,281,52,9,19,18,23,48,46,12,20,101,5,13,6,0,19,18,7,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,3,1,187,28,1,3,9,12,16,28,6,9,59,5,2,11,1,14,2,1,0,1,1,0,0,12,0,0,0,1,1,0,0,0
1711105,3,1,6,9,3,12,6,3,4,222,50,4,15,33,18,50,42,12,15,100,8,10,18,4,29,13,10,2,9,2,0,0,7,6,0,1,5,1,0,0,0,1,0,1,0,6,7,4,7,8,4,6,371,67,8,8,27,20,41,56,16,13,125,14,6,16,3,18,15,6,2,8,2,1,2,37,1,0,3,4,3,0,0,0
1711022,2,2,5,8,3,9,7,6,2,210,73,7,10,33,30,35,61,24,26,147,8,9,18,3,32,12,6,1,5,2,0,0,3,0,0,1,2,0,0,0,0,1,0,0,1,2,8,3,7,8,5,3,371,86,5,4,39,29,54,29,21,21,130,9,5,18,2,29,21,5,4,13,2,0,2,12,3,0,2,1,2,0,0,0
1710911,1,0,1,4,0,3,2,3,4,236,42,3,4,27,19,35,43,12,8,75,10,11,4,1,24,9,6,2,6,3,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,7,5,1,8,6,1,2,335,70,3,4,22,25,54,44,15,14,117,12,6,10,0,19,30,3,1,7,0,0,1,20,1,0,0,0,0,0,0,0
1711017,1,0,3,5,1,7,6,4,6,506,38,6,10,27,16,19,23,4,2,61,7,8,3,1,13,5,3,5,11,1,0,0,9,0,0,1,3,0,0,0,0,1,0,1,0,4,1,0,4,5,5,1,124,41,0,3,14,23,27,26,4,6,75,9,6,12,2,23,12,6,1,3,1,0,0,0,2,0,3,3,1,0,0,1
1710836,1,0,1,7,3,4,4,7,2,238,60,7,15,20,22,43,46,11,7,107,11,8,9,6,34,16,8,0,2,1,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,2,6,2,6,4,4,2,162,26,5,9,22,7,21,12,3,8,59,4,5,8,2,13,5,2,0,1,0,0,1,8,2,0,1,1,1,0,0,0
1711173,2,1,5,6,2,6,8,5,4,401,45,6,8,11,12,51,36,9,6,101,11,11,7,0,22,18,5,0,5,2,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,4,5,8,2,261,48,7,7,24,19,38,45,6,8,87,11,10,7,2,18,14,8,0,5,3,0,0,6,1,0,0,0,0,0,0,0
1711042,3,0,5,5,3,4,3,1,2,629,72,7,10,18,21,33,33,9,12,107,6,5,2,1,14,9,3,2,5,0,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,1,2,1,2,2,2,0,193,50,2,5,13,15,23,26,20,15,87,7,7,19,4,37,9,1,1,3,0,0,1,0,3,0,0,0,0,0,0,0
1711083,2,1,8,8,5,9,3,3,3,275,79,6,7,49,37,24,36,27,24,120,8,11,4,0,25,11,10,5,7,1,0,0,3,3,0,1,3,0,0,0,0,1,0,1,1,4,6,0,9,11,11,4,238,83,11,8,40,26,50,35,36,33,145,11,9,22,8,37,15,4,1,2,1,1,1,29,1,0,2,4,4,0,0,0
1711108,2,1,8,7,2,13,7,4,5,334,69,9,11,25,29,45,37,11,21,114,11,13,10,3,21,16,1,4,10,1,0,0,35,3,0,0,0,0,0,0,0,1,0,0,1,3,6,3,5,1,7,2,237,56,5,12,41,25,37,43,23,9,124,13,11,19,3,20,14,5,1,3,2,1,0,20,0,0,2,3,4,0,0,0
1710802,4,4,9,14,8,11,8,0,6,345,64,5,11,28,15,46,23,10,12,118,8,9,15,0,15,16,3,4,3,0,0,3,5,4,0,3,0,1,0,0,0,1,0,3,3,4,3,0,4,5,4,2,173,55,8,12,37,27,32,57,26,18,106,12,9,21,9,31,11,8,2,9,1,0,4,29,2,0,4,3,3,0,0,0
1710805,0,0,3,8,2,11,18,11,4,246,56,3,15,28,15,59,29,22,18,117,7,19,4,0,21,12,3,2,4,1,0,1,7,0,0,0,0,0,0,0,1,0,1,2,2,5,2,0,5,3,11,1,172,62,2,7,18,15,29,63,15,16,101,18,7,21,2,28,14,13,4,2,3,0,1,31,2,0,0,0,0,0,0,0
1710910,0,0,3,8,3,7,8,3,3,197,60,3,9,21,29,36,37,20,13,103,7,6,10,3,19,14,2,1,2,2,0,2,3,4,0,0,0,0,0,0,0,0,1,1,0,2,8,3,5,2,4,3,418,47,8,28,30,20,41,38,14,13,121,5,6,15,3,19,13,8,4,6,0,0,3,3,3,0,0,3,0,0,0,0
1710866,0,0,1,5,3,2,6,2,0,219,54,2,16,19,25,34,37,17,9,91,7,3,14,3,27,10,6,2,0,1,0,0,4,4,0,0,0,0,0,0,0,0,1,4,1,6,7,3,6,13,3,4,432,84,5,13,32,30,53,40,19,23,142,4,4,14,2,28,7,7,5,4,1,0,2,19,2,0,0,0,0,0,0,0
1710943,1,1,10,12,7,13,1,2,6,346,45,5,11,13,16,36,21,11,22,84,4,4,2,3,6,15,7,0,5,1,0,1,0,3,0,0,0,0,0,0,0,0,1,2,3,4,3,2,3,8,4,1,131,32,1,3,23,15,31,38,27,6,76,10,10,38,4,30,10,1,3,4,2,1,0,13,0,0,1,8,7,0,0,0
1711172,2,2,5,9,5,9,3,11,7,285,67,3,12,28,24,31,38,24,18,115,8,12,19,1,26,10,2,0,4,0,0,2,0,1,0,1,2,1,0,0,0,1,0,1,1,4,5,3,7,4,4,2,341,84,8,18,41,40,37,32,16,21,146,13,12,11,7,22,10,6,0,7,0,0,2,21,2,0,2,3,0,0,0,0
1711020,2,1,4,7,2,7,5,7,7,404,57,5,13,20,15,34,37,10,10,107,7,12,8,2,17,14,2,5,6,1,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1,6,2,4,3,6,3,210,59,4,7,23,27,34,33,14,13,104,12,8,8,1,29,12,4,1,4,2,0,0,2,4,0,2,1,2,0,0,0
1711067,2,2,4,7,2,6,4,5,2,369,65,5,5,26,21,36,48,19,20,131,7,5,14,0,34,16,6,5,5,2,0,0,14,0,0,0,3,1,0,0,0,1,0,0,0,3,2,0,4,7,1,5,328,58,6,11,25,18,37,22,17,17,93,4,8,9,2,22,15,3,1,4,1,0,0,0,4,0,0,0,0,0,0,0
