fixture_id,goals_win,assists_win,shots_ontarget_win,shots_offtarget_win,shotsblocked_win,chances2score_win,drib_success_win,drib_unsuccess_win,keypasses_win,passes_acc_win,passes_inacc_win,crosses_acc_win,crosses_inacc_win,lballs_acc_win,lballs_inacc_win,grduels_w_win,grduels_l_win,aerials_w_win,aerials_l_win,poss_lost_win,fouls_win,wasfouled_win,clearances_win,stop_shots_win,interceptions_win,tackles_win,dribbled_past_win,tballs_acc_win,tballs_inacc_win,ycards_win,rcards_win,dangmistakes_win,countattack_win,offsides_win,goals_ag_otb_win,goals_ag_itb_win,saves_itb_win,saves_otb_win,saved_pen_win,missed_penalties_win,owngoals_win,p1,p2,goals_lost,assists_lost,shots_ontarget_lost,shots_offtarget_lost,shotsblocked_lost,chances2score_lost,drib_success_lost,drib_unsuccess_lost,keypasses_lost,passes_acc_lost,passes_inacc_lost,crosses_acc_lost,crosses_inacc_lost,lballs_acc_lost,lballs_inacc_lost,grduels_w_lost,grduels_l_lost,aerials_w_lost,aerials_l_lost,poss_lost_lost,fouls_lost,wasfouled_lost,clearances_lost,stop_shots_lost,interceptions_lost,tackles_lost,dribbled_past_lost,tballs_acc_lost,tballs_inacc_lost,ycards_lost,rcards_lost,dangmistakes_lost,countattack_lost,offsides_lost,goals_ag_otb_lost,goals_ag_itb_lost,saves_itb_lost,saves_otb_lost,saved_pen_lost,missed_penalties_lost,owngoals_lost
1710918,0,0,0,3,1,4,2,6,0,229,83,2,7,28,38,37,41,14,11,112,9,11,13,5,19,13,9,0,2,1,0,0,0,2,1,2,2,2,0,0,0,0,1,3,1,7,10,5,10,9,5,1,423,68,1,13,26,23,35,39,11,13,124,12,8,14,1,20,13,2,4,12,1,0,1,9,2,0,0,0,0,0,0,0
1711142,2,2,5,7,7,4,13,2,0,458,56,5,16,16,17,52,36,23,17,114,8,8,13,2,21,20,8,4,10,1,0,0,31,3,0,0,0,0,0,0,0,1,0,0,0,2,5,2,7,7,3,2,283,42,4,12,37,10,31,42,15,17,91,9,8,7,6,13,5,9,4,3,3,0,2,15,1,0,2,1,3,0,0,0
1711156,2,1,2,9,5,4,11,6,2,323,30,8,10,20,8,27,40,2,4,74,12,5,2,0,12,6,3,4,4,0,0,1,10,1,0,0,0,0,0,0,0,1,0,1,1,4,4,1,6,5,7,2,291,44,2,3,19,11,35,33,6,2,86,6,12,12,3,13,16,5,0,2,1,0,0,22,1,0,2,0,1,0,0,0
1710924,0,0,0,4,2,2,4,1,0,69,39,3,5,8,19,26,22,12,9,71,10,8,22,1,27,15,6,1,0,2,1,0,2,3,0,0,0,0,0,0,0,0,1,1,0,2,5,1,4,5,2,6,465,50,3,9,15,15,25,28,11,13,88,9,8,5,1,9,8,5,6,5,2,0,0,1,1,0,0,0,0,0,0,0
1710813,0,0,0,15,4,7,5,5,5,353,57,9,13,45,24,28,30,33,26,114,11,10,5,1,15,11,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,2,3,5,4,1,109,55,3,5,26,32,19,25,25,27,98,11,11,19,5,17,6,6,0,3,0,1,0,0,3,0,0,1,0,0,0,0
1710819,0,0,2,5,0,7,1,5,2,291,49,5,14,22,13,36,54,20,10,100,12,10,15,3,22,15,6,0,4,1,0,5,17,1,0,0,0,0,0,0,0,0,1,4,3,8,8,3,9,8,7,2,436,49,4,10,15,11,43,42,15,22,112,11,11,19,0,21,14,1,3,14,1,0,0,33,0,0,0,0,0,0,0,0
1710887,0,0,2,3,0,4,2,3,1,168,60,4,3,24,29,21,35,14,11,91,5,6,23,1,28,6,6,1,2,1,0,1,6,0,0,1,2,3,0,0,0,0,1,1,0,6,12,3,16,7,4,5,453,71,6,16,22,20,53,19,20,20,121,10,7,8,1,19,20,4,1,5,0,0,0,16,2,0,0,0,2,0,0,0
1711127,1,1,2,2,1,3,4,2,2,118,55,2,7,19,24,19,34,16,26,82,13,6,22,2,13,14,3,1,6,3,0,0,23,3,0,0,0,0,0,0,0,1,0,1,1,1,5,2,3,2,6,6,400,60,9,27,49,20,44,27,29,22,130,8,11,6,2,29,14,4,3,5,1,0,0,13,3,1,1,2,0,0,0,0
1710993,1,0,5,6,4,7,4,1,0,198,22,1,12,9,3,29,13,7,10,56,4,5,2,0,12,1,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,5,1,1,233,36,8,4,30,11,22,38,17,14,67,7,7,17,5,20,13,4,1,2,1,0,1,0,1,0,2,4,3,0,0,0
1710823,0,0,1,5,1,4,5,0,3,311,56,2,12,18,21,21,42,13,12,95,8,10,21,7,22,8,5,0,2,2,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,4,8,4,8,4,2,1,191,17,2,8,11,10,33,15,8,4,53,6,4,6,0,13,2,2,0,4,1,0,0,6,0,0,0,0,0,0,0,0
1711059,1,1,4,6,2,7,5,4,3,436,42,5,6,14,12,29,19,11,10,78,2,10,8,1,6,6,2,1,11,1,0,0,10,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,5,3,0,188,60,4,8,17,16,25,67,16,14,98,19,5,12,6,33,19,10,0,2,4,0,0,0,0,0,0,0,0,0,0,0
1710904,0,0,3,5,4,3,4,2,3,284,57,7,7,29,28,29,33,11,19,98,13,5,14,0,18,4,2,1,2,3,0,0,4,3,1,0,0,2,0,0,0,0,1,1,0,3,3,1,4,2,4,0,278,45,1,12,16,16,37,31,14,12,76,9,12,19,3,23,13,4,1,2,2,0,0,10,3,0,0,0,0,0,0,0
1711137,1,1,3,2,0,4,6,2,1,90,32,3,2,14,11,20,24,19,17,62,10,6,15,3,19,5,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,10,3,8,7,5,3,541,75,7,13,29,24,40,25,23,21,108,6,7,7,1,18,16,3,2,6,0,0,1,7,2,0,0,0,0,0,0,0
1710998,1,1,3,7,2,8,3,2,7,510,50,5,10,20,19,30,18,10,11,89,5,7,6,1,20,7,7,8,14,0,0,3,10,2,0,0,1,1,0,0,0,1,0,0,0,2,3,1,3,7,3,1,126,64,2,2,28,27,31,41,18,14,87,9,5,10,2,31,12,8,0,4,1,0,0,19,4,0,1,4,0,0,0,0
1711106,5,2,10,2,2,5,4,6,3,416,71,4,8,27,23,23,33,17,17,127,5,2,13,2,25,10,4,6,9,1,0,1,6,5,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,1,177,50,2,3,32,23,20,23,15,11,69,4,4,8,0,27,12,2,0,2,0,0,0,0,1,0,5,3,2,0,0,0
1711158,2,1,6,8,6,7,8,1,3,237,64,2,5,33,35,45,38,20,21,118,12,11,23,3,20,21,9,0,4,3,0,0,25,1,0,1,3,3,0,0,0,1,0,1,1,6,6,2,6,10,7,1,360,73,7,13,35,23,47,42,19,16,130,10,12,9,4,15,10,6,0,3,1,0,2,9,2,0,2,2,2,0,0,0
1710892,0,0,1,5,2,4,2,6,4,353,49,7,6,18,13,36,32,9,21,98,6,5,12,4,29,9,0,1,4,2,0,4,3,0,0,1,2,2,0,0,0,0,1,1,0,2,6,2,5,1,3,3,237,31,6,10,8,10,23,9,4,6,60,2,5,3,1,12,5,0,3,6,0,0,0,13,3,0,0,0,0,0,0,0
1710881,1,1,5,1,0,4,3,3,3,326,55,3,4,31,20,28,36,33,17,98,5,7,17,2,15,14,6,2,8,0,0,1,5,0,0,2,0,0,0,0,0,0,1,2,0,1,8,2,6,6,1,0,244,41,5,4,32,22,25,23,23,36,67,7,6,12,0,17,11,1,0,6,1,0,0,7,1,0,1,2,4,0,0,0
1710954,0,0,1,1,0,2,5,4,0,231,60,3,12,44,27,30,29,24,25,102,7,3,16,7,23,10,2,1,2,0,0,0,2,5,0,2,3,1,0,0,0,0,1,2,0,6,11,5,11,1,6,8,329,65,6,19,23,24,31,20,27,19,130,6,9,14,2,17,13,4,1,1,0,0,0,3,1,0,0,0,0,0,0,0
1710874,0,0,4,5,2,8,2,4,2,242,44,0,14,12,12,30,30,6,3,100,6,5,14,3,7,8,6,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,1,1,0,4,8,3,8,14,13,1,308,76,4,6,13,24,54,52,7,20,117,7,6,13,3,36,24,5,2,4,2,0,1,23,1,0,0,0,0,0,0,0
1711110,1,1,4,6,1,8,5,6,6,356,78,6,10,23,25,24,32,17,19,133,11,7,7,2,20,6,5,1,5,2,0,0,18,4,0,0,0,0,0,0,0,1,0,0,0,2,8,2,10,4,2,7,170,54,8,6,27,24,25,25,20,14,86,6,9,14,1,26,12,1,6,7,2,0,0,16,1,0,0,0,0,0,0,0
1711069,0,1,2,7,5,3,1,1,1,281,60,5,16,30,23,32,24,28,30,107,8,7,3,1,10,11,1,2,8,1,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,10,3,6,1,0,0,200,43,5,3,28,17,25,39,35,28,74,9,8,15,6,15,9,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0
1711167,1,1,2,9,6,8,4,3,1,210,57,8,11,23,15,42,23,11,14,110,5,4,15,6,13,8,1,2,1,2,0,0,10,2,0,0,0,0,0,0,0,1,0,0,0,2,9,7,8,1,0,2,317,53,3,19,36,23,29,46,19,18,103,8,6,11,6,19,9,3,1,4,1,0,1,2,1,1,1,1,0,0,0,0
1711094,1,0,6,13,5,20,11,3,9,217,26,11,17,13,5,43,25,14,5,84,5,8,5,0,6,4,6,2,2,0,0,1,18,1,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,10,7,1,259,41,7,10,26,16,30,54,11,10,90,9,7,29,7,22,8,11,2,4,2,0,4,2,1,0,2,4,4,0,0,1
1711178,1,1,2,7,2,7,8,7,3,426,56,5,14,22,12,29,27,12,11,110,9,6,12,0,13,13,0,3,9,1,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,3,4,0,7,2,5,1,128,56,1,6,19,33,24,25,13,15,91,7,7,18,3,30,9,8,2,4,1,0,0,2,2,0,1,2,0,0,0,0
1711170,2,1,7,3,2,8,2,4,1,200,47,2,5,27,18,28,22,13,28,75,7,8,6,2,20,9,6,6,7,1,0,2,22,4,0,0,1,2,0,1,0,1,0,0,1,0,6,5,2,3,4,2,421,63,10,16,50,27,26,28,24,12,106,9,7,3,2,15,6,1,2,8,0,0,3,13,3,0,1,5,1,1,0,0
1711063,3,1,5,3,2,6,7,6,1,297,78,7,10,32,28,35,34,17,28,127,14,14,16,4,22,7,8,2,5,1,0,0,6,2,0,1,1,2,0,0,0,1,0,1,0,2,9,3,10,9,2,3,235,60,8,7,32,24,33,33,21,9,95,12,10,17,3,29,10,8,2,2,1,0,0,0,1,0,3,1,1,0,0,0
1710886,0,0,0,7,3,3,8,6,0,254,65,6,17,19,22,50,41,25,27,127,15,13,18,3,28,21,4,2,8,2,0,0,42,1,0,0,0,0,0,0,0,0,1,1,0,2,4,3,3,2,5,0,317,58,4,14,29,20,33,47,25,21,107,13,11,32,3,23,13,6,0,5,4,0,0,4,0,0,0,0,0,0,0,0
1710869,1,1,3,14,6,5,8,2,2,471,54,10,11,29,22,39,24,27,23,108,9,8,12,7,25,12,2,2,7,2,0,0,10,2,0,2,4,1,1,0,0,0,1,2,2,6,8,7,9,1,0,2,186,51,3,3,28,15,29,36,27,25,95,11,9,26,7,30,13,8,2,5,1,0,6,41,1,0,1,1,1,0,1,0
1710923,1,0,3,3,1,6,6,10,0,275,76,3,13,25,33,48,30,14,10,143,5,9,20,2,29,20,7,1,4,1,0,0,0,1,0,2,1,1,0,0,0,0,1,2,1,4,5,2,6,8,13,4,366,80,5,15,21,27,34,47,16,13,136,9,4,18,1,30,16,7,1,5,1,0,1,15,2,0,0,0,0,0,0,0
1710828,0,0,3,3,0,4,11,8,1,328,64,3,8,32,29,32,42,24,22,99,11,14,12,3,15,14,8,0,2,3,0,1,10,2,0,0,0,0,0,0,0,0,1,3,2,6,8,3,8,10,3,4,150,50,6,12,29,22,38,38,21,20,112,14,9,17,0,18,14,10,1,2,1,0,0,19,0,0,0,0,0,0,0,0
1710885,0,0,0,3,2,4,3,3,1,155,57,1,7,31,30,22,32,6,13,88,8,10,9,3,28,9,6,0,3,3,0,1,4,2,0,3,6,1,0,0,0,0,1,0,1,5,3,2,7,6,3,1,466,42,3,11,27,12,22,20,13,6,74,9,6,9,1,19,9,3,4,5,1,0,0,0,1,0,0,0,0,0,0,0
1711115,1,2,4,7,4,8,2,5,4,453,76,11,16,30,24,37,50,19,12,136,6,6,10,0,23,15,3,6,12,1,0,1,0,0,0,1,1,2,0,0,0,1,0,1,0,2,3,0,5,7,2,4,198,69,0,12,23,22,48,36,21,17,117,6,6,15,3,47,15,2,1,9,2,0,1,11,1,0,2,1,3,0,0,0
1711043,3,1,4,6,3,5,5,4,1,178,48,3,6,31,22,27,16,8,15,76,4,6,18,1,16,10,3,2,8,0,0,2,8,0,0,1,2,0,0,0,0,1,0,1,0,2,4,1,4,3,2,1,635,40,7,11,10,9,14,27,14,9,91,7,2,10,3,27,5,3,1,4,1,0,3,4,4,0,3,1,0,0,0,0
1711174,1,1,4,4,1,5,5,1,3,388,77,2,3,30,12,33,29,10,20,121,6,11,22,6,24,9,2,3,11,0,0,2,7,2,0,0,3,0,0,0,0,1,0,0,0,3,15,5,8,2,1,7,268,55,9,9,37,17,32,32,24,11,121,11,5,10,0,27,17,3,1,5,1,0,1,17,0,0,0,0,0,0,0,0
1711091,1,1,4,5,3,6,6,5,1,166,46,0,4,17,18,35,29,13,29,81,7,11,12,1,10,7,3,2,5,2,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,4,3,3,241,79,6,22,48,45,38,32,30,14,142,12,7,23,5,28,13,9,4,7,0,0,1,0,0,0,5,5,2,0,0,0
1711098,3,2,4,2,0,3,2,5,4,144,54,1,8,25,24,18,27,24,15,110,7,7,24,1,15,9,6,3,8,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,4,8,6,3,275,61,3,12,19,20,32,33,19,23,102,10,7,9,1,18,5,4,2,1,2,0,2,0,1,0,0,0,0,0,0,0
1710989,3,3,5,3,1,3,10,9,2,252,61,7,10,30,26,42,45,35,23,108,10,11,35,5,28,17,10,3,6,1,0,0,10,0,0,1,5,3,0,0,0,1,0,0,1,3,4,3,4,8,3,3,271,62,6,15,27,24,33,34,16,24,107,9,8,10,1,17,11,9,5,16,0,0,0,10,1,0,0,0,0,0,0,0
1710855,1,1,4,4,2,5,14,7,3,285,59,4,14,24,12,50,38,7,21,118,11,10,9,5,20,11,6,2,4,1,0,1,13,1,0,0,0,0,0,0,0,0,1,2,1,4,11,4,9,8,4,7,334,65,8,13,38,30,49,59,29,14,115,12,10,6,3,30,20,11,1,2,3,0,1,15,3,1,0,1,2,0,0,0
1711039,2,2,6,5,1,9,9,7,5,165,86,4,11,27,37,40,40,65,33,121,18,11,16,0,33,12,2,2,5,1,0,0,4,9,0,0,0,0,0,0,0,1,0,0,0,3,3,0,5,3,4,2,159,55,4,12,30,14,42,34,34,59,100,12,17,8,1,15,11,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1711165,1,1,3,3,2,3,4,2,3,124,40,5,4,17,16,30,20,16,12,64,4,5,8,0,13,8,1,1,0,3,0,0,9,1,0,0,3,4,0,0,0,1,0,0,0,3,3,0,5,3,2,3,558,66,10,15,41,21,22,47,19,23,122,8,7,7,2,15,9,5,1,4,2,0,0,8,0,0,1,1,2,0,0,0
1710803,0,0,2,2,2,3,1,2,1,102,43,2,1,16,25,27,27,11,16,68,6,8,25,4,18,10,3,2,2,0,0,2,0,3,0,2,1,2,0,0,1,0,1,0,1,2,7,3,11,6,4,2,550,52,7,13,18,15,28,25,17,9,102,5,6,3,2,20,6,1,7,15,2,0,1,14,1,0,0,0,0,0,0,0
1710879,0,0,2,5,4,6,10,5,1,414,52,3,15,26,15,49,45,15,16,106,16,9,14,1,13,19,4,0,1,5,0,1,13,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,4,4,5,1,226,44,3,9,18,17,33,40,15,15,86,11,14,13,4,22,12,8,3,8,1,0,1,4,1,0,0,0,0,0,0,0
1711024,1,0,3,12,6,9,8,4,5,187,62,9,8,29,27,34,28,30,38,99,16,8,18,2,19,11,4,1,9,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,0,2,5,2,5,3,3,0,251,53,9,6,35,18,32,33,38,33,92,11,14,9,5,28,8,7,2,0,3,0,0,0,3,0,0,0,0,0,0,0
1710991,2,2,2,5,1,5,2,6,3,138,56,3,7,24,20,16,34,33,34,120,8,7,29,6,25,8,4,0,2,1,0,2,17,0,0,0,0,0,0,0,0,1,0,1,0,4,12,7,8,5,4,4,272,60,8,23,40,28,38,25,26,28,109,8,11,9,2,14,8,2,0,3,0,0,1,6,3,0,0,0,0,0,0,0
1711027,2,2,8,8,3,14,9,2,6,464,43,5,9,29,16,42,39,9,12,84,15,10,4,2,17,7,3,5,4,2,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,4,7,2,7,3,6,3,296,43,3,7,19,12,38,53,13,9,76,10,13,12,3,17,11,12,0,1,1,0,3,0,0,0,0,0,0,0,0,0
1710947,0,0,2,9,3,9,3,2,4,267,65,8,4,26,34,19,38,26,27,97,9,3,16,6,23,11,7,1,5,2,0,0,4,6,0,1,3,1,0,0,0,0,1,1,0,4,11,6,9,7,9,2,310,73,6,16,44,25,45,29,28,27,143,3,8,14,3,28,11,3,4,2,0,0,0,19,1,0,0,1,3,0,0,0
1710941,0,0,0,8,4,4,11,5,1,248,64,8,11,46,23,26,34,44,24,108,7,10,11,4,26,11,5,2,3,1,0,2,25,4,0,3,2,2,0,0,0,0,1,2,1,5,5,4,5,6,4,3,435,73,2,7,30,29,28,24,24,34,127,9,6,13,5,38,11,4,4,13,4,0,0,26,1,0,0,0,1,0,0,0
1710968,0,0,4,9,6,7,11,4,1,313,52,7,17,33,19,42,32,20,22,117,8,7,7,0,15,12,2,0,4,2,0,0,0,2,0,1,3,0,0,0,0,0,1,1,0,4,3,0,5,5,1,2,334,72,3,3,45,31,38,41,33,23,104,11,9,32,6,25,17,9,0,4,2,0,0,3,3,0,0,2,2,0,0,0
1710922,0,0,0,4,3,3,4,1,1,229,40,5,16,30,19,31,35,21,22,87,9,12,26,9,27,13,10,0,1,2,0,0,12,4,0,0,0,0,0,0,0,0,1,0,0,1,14,7,6,13,3,3,444,56,3,12,29,19,28,31,20,16,105,13,7,9,3,9,10,3,4,7,0,0,2,6,1,0,0,1,2,0,0,0
1711112,3,0,8,10,4,15,5,0,6,437,59,2,10,18,16,34,27,19,25,109,7,12,10,1,22,13,1,3,6,1,0,0,15,1,0,0,1,1,0,0,0,1,0,0,0,2,3,1,4,2,6,0,180,54,1,17,38,19,32,38,26,19,108,14,9,12,4,28,5,5,1,3,2,0,0,18,3,0,3,3,5,0,0,0
1710906,0,0,4,13,3,14,4,3,6,283,63,8,14,41,29,31,33,33,37,101,13,12,19,5,28,14,5,2,1,2,0,0,0,3,0,1,5,0,0,0,0,0,1,1,1,6,10,5,10,4,3,8,275,59,7,14,36,21,33,29,35,27,113,11,9,9,2,15,7,5,1,2,2,0,2,15,1,0,0,1,3,0,0,0
1711138,3,2,5,6,4,2,2,5,1,228,40,6,10,11,10,32,21,16,6,75,8,7,3,1,13,3,1,0,1,3,0,0,1,2,0,2,3,1,0,0,0,1,0,2,2,5,3,1,5,3,2,1,239,48,5,7,24,23,25,38,10,21,93,10,4,20,6,26,12,2,1,4,4,0,0,8,2,0,3,1,1,0,0,0
1711132,2,0,3,4,3,2,4,3,1,177,65,1,3,37,30,21,35,31,32,122,9,9,27,6,22,7,4,3,6,2,0,0,0,0,0,1,3,2,0,0,0,1,0,1,1,5,8,6,8,5,3,5,326,74,9,21,38,40,30,23,29,27,115,10,8,7,3,24,6,4,2,0,1,0,0,23,1,0,2,1,0,0,0,0
1710976,1,1,2,5,1,4,6,6,0,289,50,1,9,11,16,37,40,15,17,88,13,11,11,1,27,12,3,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,1,3,0,5,5,2,6,3,2,2,334,64,2,8,29,27,48,48,21,18,118,11,13,15,1,24,14,7,0,3,2,0,0,7,1,0,0,0,0,0,1,0
1711181,3,2,4,7,3,5,6,3,3,290,47,4,9,17,19,33,20,15,11,84,5,7,9,4,9,6,5,1,5,0,0,2,14,5,0,0,0,0,0,0,0,1,0,1,0,7,7,3,10,8,5,3,290,52,4,7,23,23,29,42,11,19,87,12,10,15,4,15,11,4,3,11,1,0,0,5,1,0,0,0,0,0,0,0
1710827,0,0,4,6,2,8,9,4,2,197,62,2,8,35,28,42,55,34,25,115,8,9,32,4,25,18,10,3,5,2,0,2,25,3,0,2,4,1,1,0,0,0,1,2,2,6,12,5,12,8,7,4,457,40,9,18,38,12,45,38,19,23,103,9,6,8,2,20,6,5,1,2,1,0,2,13,1,0,0,2,2,0,1,0
1711092,4,3,8,5,3,7,6,11,0,335,60,9,16,25,22,29,27,17,15,115,6,6,7,2,20,11,9,3,8,1,0,0,13,3,0,1,0,2,0,0,0,1,0,1,1,3,9,2,8,10,3,2,207,71,4,5,30,26,36,37,13,12,106,8,7,6,3,33,15,7,2,3,1,0,1,13,0,0,4,2,2,0,0,0
1710903,2,1,2,4,1,3,4,3,1,186,35,2,6,37,14,33,24,27,12,61,8,10,5,1,8,8,3,1,1,1,0,0,6,1,0,3,2,0,0,1,0,0,1,3,2,4,4,3,4,5,2,2,215,68,7,6,44,31,33,54,23,33,108,13,12,13,2,36,11,8,3,3,0,0,0,1,5,1,1,0,1,0,0,0
1710952,0,0,1,7,1,6,1,2,2,207,61,7,6,32,31,25,26,29,24,87,10,6,6,1,18,9,1,0,1,0,1,1,3,2,0,1,1,4,0,0,0,0,1,1,0,4,2,1,5,2,1,1,231,74,7,9,36,23,31,33,36,34,121,8,11,12,1,38,8,3,1,4,2,0,0,19,5,0,0,0,2,0,0,0
1710820,0,0,5,11,6,11,5,6,6,426,62,6,26,23,19,34,32,15,15,124,10,18,8,2,17,5,7,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,2,5,2,1,103,31,4,2,21,17,20,28,7,3,53,9,11,13,4,18,6,4,2,3,2,0,3,24,0,0,1,1,5,0,0,1
1710932,1,0,1,7,4,3,5,3,1,409,75,13,16,40,30,47,33,25,20,129,8,8,4,3,18,13,2,1,8,0,0,1,6,0,1,1,1,1,0,0,0,0,1,2,0,3,6,3,5,1,3,2,239,64,3,9,44,37,29,37,22,23,104,10,6,17,4,21,13,3,0,2,0,0,0,4,0,1,0,0,1,0,0,0
1711080,1,1,4,3,1,3,6,7,2,170,43,4,6,16,14,30,35,24,14,92,7,5,9,0,10,13,2,1,1,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,5,6,4,2,253,85,14,13,44,38,49,40,22,37,134,10,10,29,3,36,22,10,0,7,1,0,2,6,1,0,5,8,6,0,0,0
1710946,0,0,2,2,0,4,5,4,1,272,68,7,15,29,25,35,21,25,25,122,9,11,21,1,23,9,8,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,2,2,4,2,1,2,8,2,2,257,64,2,8,21,18,31,47,39,34,100,12,9,21,0,31,6,6,4,4,2,0,1,7,1,0,0,0,0,0,0,0
